id,review,aspect,sentiment
2128,Highly recommend this as great value for excellent sushi and service.,value,positive
2835,This place would be so much better served by being run by a group that actually understands customer service.,service,negative
2835,This place would be so much better served by being run by a group that actually understands customer service.,served,negative
778,A++   The service was good to excellent along with the attitude.,service,positive
778,A++   The service was good to excellent along with the attitude.,attitude,positive
1672,The food is awesome - definitely try the striped bass.,food,positive
1672,The food is awesome - definitely try the striped bass.,striped_bass,positive
1125,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",corriander,neutral
3694,black white shakes came out good also.,black_white_shakes,positive
2721,It's simply the best meal in NYC.,meal,positive
954,After passing by this restaurant for sometime I finally decided to go in and have dinner.,dinner,neutral
2452,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",seating,negative
1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu_chu_curry,neutral
1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad_thai_chicken,neutral
3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,food,neutral
3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,prix_fixe,neutral
1533,"However, they've got the most amazing pastrami and the soups hit the spot.",pastrami,positive
1533,"However, they've got the most amazing pastrami and the soups hit the spot.",soups,positive
1055,Great bagels made the old-fashioned way.,bagels,positive
1784,"This is some really good, inexpensive sushi.",sushi,positive
2178,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",bagel_with_lox_spread,positive
2178,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",bagles,positive
1689,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",food,negative
1689,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",quality_of_food,negative
771,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,lobby_area,negative
771,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,seated,negative
3370,The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza,positive
3370,The pizza is delicious and the proprietor is one of the nicest in NYC.,proprietor,positive
823,"Also good for client lunch meetings, esp.",lunch_meetings,neutral
3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",decor,positive
3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",prices,positive
3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food's_presentation,positive
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,waitstaff,positive
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,swordfish,positive
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,meal,positive
993,The setting is casual and romantic.,setting,positive
2840,"Terrible, terrible management - deserves to be shut-down.",management,negative
1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,positive
1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",seating,positive
1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",delivery,positive
1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",sushi,positive
2709,The desserts are more appealing then stuffy overpriced French restaurants.,desserts,positive
2734,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",italian_food,positive
3654,"I found the food to be outstanding, particulary the salmon dish I had.",food,positive
3654,"I found the food to be outstanding, particulary the salmon dish I had.",salmon_dish,positive
1049,Mizu is home to creative and unique rolls not to found anywhere else.,rolls,positive
3320,Baluchi's has solid food and a nice decor at reasonable prices.,food,positive
3320,Baluchi's has solid food and a nice decor at reasonable prices.,decor,positive
3320,Baluchi's has solid food and a nice decor at reasonable prices.,prices,positive
102,"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",owner,positive
2397,I have been to spice three times- twice during lunch and once at dinner.,lunch,neutral
2397,I have been to spice three times- twice during lunch and once at dinner.,dinner,neutral
511,"Moules were excellent, lobster ravioli was VERY salty!",moules,positive
511,"Moules were excellent, lobster ravioli was VERY salty!",lobster_ravioli,negative
1077,"A cheap eat for NYC, but not for dosa.",dosa,negative
1077,"A cheap eat for NYC, but not for dosa.",eat,positive
133,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,negative
3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood,positive
3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",wine_list,positive
3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",menu,positive
2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine,neutral
2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,indian,neutral
2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine_list,neutral
2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wines,neutral
491,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,pastrami_or_corned_beef,positive
491,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,rye_bread,positive
2001,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",glasses_of_champagne,negative
2001,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",bottle_of_wine,negative
2001,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",after_dinner_drinks,negative
1362,"Really though, where's the seasoning?",seasoning,negative
796,"The food was just OK, at least for what food was available.",food,neutral
796,"The food was just OK, at least for what food was available.",food,negative
178,The waitress was very patient with us and the food is phenomenal!,waitress,positive
178,The waitress was very patient with us and the food is phenomenal!,food,positive
2627,"The ambience was nice, but service wasn't so great.",ambience,positive
2627,"The ambience was nice, but service wasn't so great.",service,negative
2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",wine_list,positive
2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",staff,positive
2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",owners,positive
2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",menu,positive
554,The people that work there are always so friendly you forget you are in New York sometimes.,people,positive
1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",menu,neutral
1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",main_dishes,neutral
1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",waiter,positive
1616,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",specials,neutral
3189,The location and ambience is Ok but the food is what makes up for it.,location,neutral
3189,The location and ambience is Ok but the food is what makes up for it.,ambience,neutral
3189,The location and ambience is Ok but the food is what makes up for it.,food,positive
3693,"otherwise, good stuff for late nite eats.",stuff,positive
3693,"otherwise, good stuff for late nite eats.",eats,positive
1103,"The dinner was ok, nothing I would have again.",dinner,negative
1994,I love and I know gourmet food by excellence!,gourmet_food,positive
541,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",bruschetta,positive
541,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",panini,positive
1617,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",dishes,positive
1617,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,neutral
3322,He offers subpar service and has no personality.,service,negative
1022,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",waitress,positive
1022,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",fried_mini_buns_with_the_condensed_milk_and_the_assorted_fruits_on_beancurd,positive
1711,Diner food at bistro prices is a bummer....,food,negative
1711,Diner food at bistro prices is a bummer....,prices,negative
2012,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",food,positive
1622,The portions are large and the servers always surprise us with a different starter.,portions,positive
1622,The portions are large and the servers always surprise us with a different starter.,servers,positive
1622,The portions are large and the servers always surprise us with a different starter.,starter,positive
1059,"delicious bagels, especially when right out of the oven.",bagels,positive
3067,All the food was hot tasty.,food,positive
447,This is one great place to eat pizza more out but not a good place for take-out pizza.,pizza,positive
447,This is one great place to eat pizza more out but not a good place for take-out pizza.,take-out_pizza,negative
1592,Our server was very helpful and friendly.,server,positive
3191,Try green curry with vegetables.,green_curry_with_vegetables,positive
2770,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,negative
1989,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",door,neutral
445,Much more reasonably priced too!,priced,positive
3278,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food,negative
3278,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",portioins,negative
1331,Why make a reservation if you aren't going to keep it?,reservation,negative
2497,"The Pad Thai is excellent here, as well.",pad_thai,positive
3039,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,lunch_specials,negative
3637,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",place,positive
3637,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",pizzas,positive
1316,"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,neutral
2450,We had the pot-stickers which were great and a tempura dish that was great.,pot-stickers,positive
2450,We had the pot-stickers which were great and a tempura dish that was great.,tempura_dish,positive
1577,I think the stuff was better than Disney.,stuff,positive
2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,negative
2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",atmosphere,positive
2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",entree_range,positive
908,"Orsay, is without a doubt one of the best values for authentic French food in NYC.",french_food,positive
2523,"Well, their deliveries take for ever and the food is usually cold.",deliveries,negative
2523,"Well, their deliveries take for ever and the food is usually cold.",food,negative
2170,The staff is no nonsense.,staff,positive
1579,And really large portions.,portions,positive
3515,This is a great Thai restaurant with a very friendly staff.,staff,positive
1873,I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked_salmon_and_roe_appetizer,negative
2592,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",lunch,neutral
2592,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,positive
3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",garlic_shrimp,positive
3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",lamb,positive
3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",okra_(bindi),positive
3575,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter,neutral
1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",menu,positive
1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",burger,neutral
1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",steak,neutral
1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",escargot,neutral
3381,"In fact, two people could really share one plate.",plate,positive
2507,The food is great and authentic.,food,positive
2802,Good for casual dinner with jeans and sneakers.,casual_dinner,positive
201,"Anyway, the food is good, the price is right and they have a decent wine list.",food,positive
201,"Anyway, the food is good, the price is right and they have a decent wine list.",price,positive
201,"Anyway, the food is good, the price is right and they have a decent wine list.",wine_list,positive
2335,Prices are higher to dine in and their chicken tikka marsala is quite good.,prices,negative
2335,Prices are higher to dine in and their chicken tikka marsala is quite good.,chicken_tikka_marsala,positive
3631,This place has many different styles of pizza and they are all amazing.,styles_of_pizza,positive
901,The photos of the restaurant in its web site are way better than the real look.,look,negative
3049,The food was lousy - too sweet or too salty and the portions tiny.,food,negative
3049,The food was lousy - too sweet or too salty and the portions tiny.,portions,negative
1242,But the coconut rice was good.,coconut_rice,positive
932,It took them 25 minutes to bring our appetizer.,appetizer,neutral
776,The food was great.,food,positive
272,Pair you food with the excellent beers on tap or their well priced wine list.,food,neutral
272,Pair you food with the excellent beers on tap or their well priced wine list.,beers_on_tap,positive
272,Pair you food with the excellent beers on tap or their well priced wine list.,wine_list,positive
272,Pair you food with the excellent beers on tap or their well priced wine list.,priced,positive
1152,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,negative
1152,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle_minimun,negative
2894,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,positive
833,Metrazur has a beautiful spot overlooking the main terminal.,spot,positive
461,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,positive
461,Friendly staff that actually lets you enjoy your meal and the company you're with.,meal,positive
539,The restaurant is rather small but we were lucky to get a table quickly.,table,positive
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",quality_of_food,positive
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",price,positive
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",pork,positive
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",fish,positive
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",chicken,positive
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",lamb,positive
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",vegetables,positive
2225,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",seating,negative
2225,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",place,negative
1056,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,appetizing,positive
1056,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,price,positive
3582,"But, they were too big for the bun.",bun,neutral
2708,"The food is fresh, delicious, and reasonably priced.",food,positive
2708,"The food is fresh, delicious, and reasonably priced.",priced,positive
275,Raga stands out with an interesting fusion of French and Indian cooking.,fusion_of_french_and_indian_cooking,positive
2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip_cake,negative
2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast_pork_buns,negative
2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",egg_custards,negative
2152,The bagels are fabulous.,bagels,positive
191,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seating_in_the_garden,neutral
191,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seats,neutral
3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive
3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,positive
3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,neutral
3681,"The food was very good, a great deal, and the place its self was great.",food,positive
3681,"The food was very good, a great deal, and the place its self was great.",place,positive
2171,The food options rule.,food_options,positive
3462,A great choice at any cost and a great deal.,cost,positive
1865,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",pre-theatre_3-course_dinner,neutral
1865,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",wine_flight,neutral
3421,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",lunch,neutral
3421,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",dinner,neutral
1293,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,negative
3475,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,drink,neutral
818,The place itself is beautiful the bar scene seems to be happening.,place,positive
818,The place itself is beautiful the bar scene seems to be happening.,bar_scene,positive
2893,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",staff,positive
3170,"Good spreads, great beverage selections and bagels really tasty.",spreads,positive
3170,"Good spreads, great beverage selections and bagels really tasty.",beverage_selections,positive
3170,"Good spreads, great beverage selections and bagels really tasty.",bagels,positive
2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",waiter,negative
2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",specials,positive
2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",served,negative
451,"Also, top the meal with a delicious and perfect slice of tiramisu.",tiramisu,positive
451,"Also, top the meal with a delicious and perfect slice of tiramisu.",meal,neutral
119,Check out the secret back room.,secret_back_room,positive
2817,"It's also attached to Angel's Share, which is a cool, more romantic bar...",bar,positive
2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,positive
2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",service,positive
2883,Stick to the gulab jamun.,gulab_jamun,positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",prices,positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",atmosphere,positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",service,positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",wine_list,positive
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,diner,neutral
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,wait_staff,negative
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,negative
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal,positive
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,room,positive
3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,neutral
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,pig_feet_ginger_simmered_in_black_vinegar,positive
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,desserts_with_frog_jelly,positive
193,The food is great and reasonably priced.,food,positive
193,The food is great and reasonably priced.,priced,positive
2217,I would definitely recommend SEA if you like thai cuisine!,thai_cuisine,positive
78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,positive
78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",host,positive
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",round_tables,positive
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",taiwanese,positive
3424,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french_fries,positive
1707,"It is the type of place to run into old friends and have a late, raucus dinner.",dinner,positive
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,positive
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,positive
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",specials,positive
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular_menu-fare,positive
667,Prices are in line.,prices,neutral
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh_tomato_sauce,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh_mozz_cheese,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",basil,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",dough,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",pizza,positive
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",flour,positive
134,The food is prepared quickly and efficiently.,food,positive
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",indian_food,positive
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",paneer_roll,positive
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,positive
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,plates,positive
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,fresh_mozzerella_slices,positive
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,plain_cheese_slice,positive
1548,"The food is terrible and overall, I would have to say avoid at all costs.",food,negative
1709,"Unfortunately, the food was NOT something to get worked up about.",food,negative
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,positive
3305,I had Filet Mignon with garlic mash.,filet_mignon_with_garlic_mash,neutral
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",pre-theater_menu,positive
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",roasted_tomato_soup_with_chevre,positive
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",steak_frites,positive
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",creme_brulee,positive
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",waitstaff,positive
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",bread,positive
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",pizza,positive
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",margarite_pizza_with_cold_prosciutto_and_baby_arugula_on_top,neutral
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",salad,neutral
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",peter's_favourite_pizza_with_prosciutto_and_baby_arugula,neutral
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,positive
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,positive
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,positive
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",waiters,positive
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",diners,neutral
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",chef,positive
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",dishes,positive
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",cuisine,neutral
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",indian,positive
2329,The owner truly caters to all your needs.,owner,positive
1827,He takes real pride in his food and his business.,food,positive
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",meal,positive
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",pre-theater_prix-fixe,positive
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,positive
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",wine,positive
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",dining,positive
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",menu,positive
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",fried_chicken,neutral
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",pork_chop,neutral
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle_dishes,neutral
3414,I cannot imagine better Indian food in all of the city.,indian_food,positive
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy,positive
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,corner_booth_table,positive
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,positive
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open_faced_cheese_sandwich,neutral
2077,very good breads as well.,breads,positive
3554,"if this happens, just ask for real naan.",naan,neutral
410,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,squid,negative
410,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,half-price_saturday_night_option,positive
3492,"Pizza is terrific, as is homemade pasta.",pizza,positive
3492,"Pizza is terrific, as is homemade pasta.",homemade_pasta,positive
2439,This is a wonderful place on all stand points especially value ofr money.,value_ofr_money,positive
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup,positive
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,positive
3573,There are other people waiting!,waiting,negative
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning_appetizers,positive
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",scallops,positive
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate_souffle_with_rasberry_mint_sorbet,positive
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste,positive
2811,Consistently good Japanese Tapas.,japanese_tapas,positive
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",fish,positive
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",rice,positive
